diff,msg,isGood
"mmm a / jetty - client - new / pom . xml <nl> ppp / dev / null <nl> <nl> - < project xmlns = "" http : / / maven . apache . org / POM / 4 . 0 . 0 "" xmlns : xsi = "" http : / / www . w3 . org / 2001 / XMLSchema - instance "" xsi : schemaLocation = "" http : / / maven . apache . org / POM / 4 . 0 . 0 http : / / maven . apache . org / maven - v4_0_0 . xsd "" > <nl> - < parent > <nl> - < groupId > org . eclipse . jetty < / groupId > <nl> - < artifactId > jetty - project < / artifactId > <nl> - < version > 9 . 0 . 0 - SNAPSHOT < / version > <nl> - < / parent > <nl> - <nl> - < modelVersion > 4 . 0 . 0 < / modelVersion > <nl> - < artifactId > jetty - client < / artifactId > <nl> - < name > Jetty : : Asynchronous HTTP Client < / name > <nl> - < url > { $ jetty . url } < / url > <nl> - <nl> - < properties > <nl> - < bundle - symbolic - name > $ { project . groupId } . client < / bundle - symbolic - name > <nl> - < jetty . test . policy . loc > target / test - policy < / jetty . test . policy . loc > <nl> - < / properties > <nl> - <nl> - < build > <nl> - < plugins > <nl> - < plugin > <nl> - < groupId > org . apache . felix < / groupId > <nl> - < artifactId > maven - bundle - plugin < / artifactId > <nl> - < extensions > true < / extensions > <nl> - < executions > <nl> - < execution > <nl> - < goals > <nl> - < goal > manifest < / goal > <nl> - < / goals > <nl> - < configuration > <nl> - < instructions > <nl> - < Import - Package > javax . net . * , * < / Import - Package > <nl> - < / instructions > <nl> - < / configuration > <nl> - < / execution > <nl> - < / executions > <nl> - < / plugin > <nl> - < plugin > <nl> - < ! - - <nl> - Required for OSGI <nl> - - - > <nl> - < groupId > org . apache . maven . plugins < / groupId > <nl> - < artifactId > maven - jar - plugin < / artifactId > <nl> - < configuration > <nl> - < archive > <nl> - < manifestFile > $ { project . build . outputDirectory } / META - INF / MANIFEST . MF < / manifestFile > <nl> - < / archive > <nl> - < / configuration > <nl> - < / plugin > <nl> - < plugin > <nl> - < groupId > org . codehaus . mojo < / groupId > <nl> - < artifactId > findbugs - maven - plugin < / artifactId > <nl> - < configuration > <nl> - < onlyAnalyze > org . eclipse . jetty . client . * < / onlyAnalyze > <nl> - < / configuration > <nl> - < / plugin > <nl> - < plugin > <nl> - < groupId > org . apache . maven . plugins < / groupId > <nl> - < artifactId > maven - dependency - plugin < / artifactId > <nl> - < executions > <nl> - < execution > <nl> - < id > unpack < / id > <nl> - < phase > generate - test - resources < / phase > <nl> - < goals > <nl> - < goal > unpack < / goal > <nl> - < / goals > <nl> - < configuration > <nl> - < artifactItems > <nl> - < artifactItem > <nl> - < groupId > org . eclipse . jetty . toolchain < / groupId > <nl> - < artifactId > jetty - test - policy < / artifactId > <nl> - < version > $ { jetty - test - policy - version } < / version > <nl> - < type > jar < / type > <nl> - < overWrite > true < / overWrite > <nl> - < includes > * * / * . keystore , * * / * . pem < / includes > <nl> - < outputDirectory > $ { jetty . test . policy . loc } < / outputDirectory > <nl> - < / artifactItem > <nl> - < / artifactItems > <nl> - < / configuration > <nl> - < / execution > <nl> - < / executions > <nl> - < / plugin > <nl> - < / plugins > <nl> - < / build > <nl> - <nl> - < dependencies > <nl> - < dependency > <nl> - < groupId > org . eclipse . jetty < / groupId > <nl> - < artifactId > jetty - http < / artifactId > <nl> - < version > $ { project . version } < / version > <nl> - < / dependency > <nl> - < dependency > <nl> - < groupId > org . eclipse . jetty < / groupId > <nl> - < artifactId > jetty - server < / artifactId > <nl> - < version > $ { project . version } < / version > <nl> - < scope > test < / scope > <nl> - < / dependency > <nl> - < dependency > <nl> - < groupId > org . eclipse . jetty < / groupId > <nl> - < artifactId > jetty - security < / artifactId > <nl> - < version > $ { project . version } < / version > <nl> - < scope > test < / scope > <nl> - < / dependency > <nl> - < dependency > <nl> - < groupId > org . eclipse . jetty < / groupId > <nl> - < artifactId > jetty - servlet < / artifactId > <nl> - < version > $ { project . version } < / version > <nl> - < scope > test < / scope > <nl> - < / dependency > <nl> - < ! - - <nl> - < dependency > <nl> - < groupId > org . eclipse . jetty < / groupId > <nl> - < artifactId > jetty - websocket < / artifactId > <nl> - < version > $ { project . version } < / version > <nl> - < scope > test < / scope > <nl> - < / dependency > - - > <nl> - < dependency > <nl> - < groupId > org . eclipse . jetty . toolchain < / groupId > <nl> - < artifactId > jetty - test - helper < / artifactId > <nl> - < scope > test < / scope > <nl> - < / dependency > <nl> - <nl> - < dependency > <nl> - < groupId > com . ning < / groupId > <nl> - < artifactId > async - http - client < / artifactId > <nl> - < version > 1 . 7 . 5 < / version > <nl> - < scope > test < / scope > <nl> - < / dependency > <nl> - < dependency > <nl> - < groupId > org . apache . httpcomponents < / groupId > <nl> - < artifactId > httpclient < / artifactId > <nl> - < version > 4 . 2 . 1 < / version > <nl> - < scope > test < / scope > <nl> - < / dependency > <nl> - < / dependencies > <nl> - < / project > <nl> mmm a / jetty - client - new / src / main / java / org / eclipse / jetty / client / BufferingResponseListener . java <nl> ppp / dev / null <nl> <nl> - package org . eclipse . jetty . client ; <nl> - <nl> - import java . nio . ByteBuffer ; <nl> - import java . nio . charset . Charset ; <nl> - import java . util . concurrent . CountDownLatch ; <nl> - import java . util . concurrent . ExecutionException ; <nl> - import java . util . concurrent . TimeUnit ; <nl> - import java . util . concurrent . TimeoutException ; <nl> - <nl> - import org . eclipse . jetty . client . api . Response ; <nl> - <nl> - public class BufferingResponseListener extends Response . Listener . Adapter <nl> - { <nl> - private final CountDownLatch latch = new CountDownLatch ( 1 ) ; <nl> - private final int maxCapacity ; <nl> - private Response response ; <nl> - private Throwable failure ; <nl> - private byte [ ] buffer = new byte [ 0 ] ; <nl> - <nl> - public BufferingResponseListener ( ) <nl> - { <nl> - this ( 16 * 1024 * 1024 ) ; <nl> - } <nl> - <nl> - public BufferingResponseListener ( int maxCapacity ) <nl> - { <nl> - this . maxCapacity = maxCapacity ; <nl> - } <nl> - <nl> - @ Override <nl> - public void onContent ( Response response , ByteBuffer content ) <nl> - { <nl> - long newLength = buffer . length + content . remaining ( ) ; <nl> - if ( newLength > maxCapacity ) <nl> - throw new IllegalStateException ( "" Buffering capacity exceeded "" ) ; <nl> - <nl> - byte [ ] newBuffer = new byte [ ( int ) newLength ] ; <nl> - System . arraycopy ( buffer , 0 , newBuffer , 0 , buffer . length ) ; <nl> - content . get ( newBuffer , buffer . length , content . remaining ( ) ) ; <nl> - buffer = newBuffer ; <nl> - } <nl> - <nl> - @ Override <nl> - public void onSuccess ( Response response ) <nl> - { <nl> - this . response = response ; <nl> - latch . countDown ( ) ; <nl> - } <nl> - <nl> - @ Override <nl> - public void onFailure ( Response response , Throwable failure ) <nl> - { <nl> - this . response = response ; <nl> - this . failure = failure ; <nl> - latch . countDown ( ) ; <nl> - } <nl> - <nl> - public Response await ( long timeout , TimeUnit unit ) throws InterruptedException , ExecutionException , TimeoutException <nl> - { <nl> - boolean expired = ! latch . await ( timeout , unit ) ; <nl> - if ( failure ! = null ) <nl> - throw new ExecutionException ( failure ) ; <nl> - if ( expired ) <nl> - throw new TimeoutException ( ) ; <nl> - return response ; <nl> - } <nl> - <nl> - public byte [ ] content ( ) <nl> - { <nl> - return buffer ; <nl> - } <nl> - <nl> - public String contentAsString ( String encoding ) <nl> - { <nl> - return new String ( content ( ) , Charset . forName ( encoding ) ) ; <nl> - } <nl> - } <nl> mmm a / jetty - client - new / src / main / java / org / eclipse / jetty / client / ByteBufferContentProvider . java <nl> ppp / dev / null <nl> <nl> - package org . eclipse . jetty . client ; <nl> - <nl> - import java . nio . ByteBuffer ; <nl> - import java . util . Arrays ; <nl> - import java . util . Iterator ; <nl> - <nl> - import org . eclipse . jetty . client . api . ContentProvider ; <nl> - <nl> - public class ByteBufferContentProvider implements ContentProvider <nl> - { <nl> - private final ByteBuffer [ ] buffers ; <nl> - <nl> - public ByteBufferContentProvider ( ByteBuffer . . . buffers ) <nl> - { <nl> - this . buffers = buffers ; <nl> - } <nl> - <nl> - @ Override <nl> - public long length ( ) <nl> - { <nl> - int length = 0 ; <nl> - for ( ByteBuffer buffer : buffers ) <nl> - length + = buffer . remaining ( ) ; <nl> - return length ; <nl> - } <nl> - <nl> - @ Override <nl> - public Iterator < ByteBuffer > iterator ( ) <nl> - { <nl> - return Arrays . asList ( buffers ) . iterator ( ) ; <nl> - } <nl> - } <nl> mmm a / jetty - client - new / src / main / java / org / eclipse / jetty / client / HttpClient . java <nl> ppp / dev / null <nl> <nl> - / / = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = <nl> - / / Copyright 2012 - 2012 Mort Bay Consulting Pty . Ltd . <nl> - / / - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - <nl> - / / All rights reserved . This program and the accompanying materials <nl> - / / are made available under the terms of the Eclipse Public License v1 . 0 <nl> - / / and Apache License v2 . 0 which accompanies this distribution . <nl> - / / The Eclipse Public License is available at <nl> - / / http : / / www . eclipse . org / legal / epl - v10 . html <nl> - / / The Apache License v2 . 0 is available at <nl> - / / http : / / www . opensource . org / licenses / apache2 . 0 . php <nl> - / / You may elect to redistribute this code under either of these licenses . <nl> - / / = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = <nl> - <nl> - package org . eclipse . jetty . client ; <nl> - <nl> - import java . io . IOException ; <nl> - import java . net . ConnectException ; <nl> - import java . net . InetSocketAddress ; <nl> - import java . net . SocketAddress ; <nl> - import java . net . URI ; <nl> - import java . nio . channels . SelectionKey ; <nl> - import java . nio . channels . SocketChannel ; <nl> - import java . util . ArrayList ; <nl> - import java . util . Arrays ; <nl> - import java . util . List ; <nl> - import java . util . concurrent . ConcurrentHashMap ; <nl> - import java . util . concurrent . ConcurrentMap ; <nl> - import java . util . concurrent . Executor ; <nl> - import java . util . concurrent . Executors ; <nl> - import java . util . concurrent . Future ; <nl> - import java . util . concurrent . ScheduledExecutorService ; <nl> - import javax . net . ssl . SSLEngine ; <nl> - <nl> - import org . eclipse . jetty . client . api . Connection ; <nl> - import org . eclipse . jetty . client . api . ContentResponse ; <nl> - import org . eclipse . jetty . client . api . Destination ; <nl> - import org . eclipse . jetty . client . api . Request ; <nl> - import org . eclipse . jetty . client . api . Response ; <nl> - import org . eclipse . jetty . io . ByteBufferPool ; <nl> - import org . eclipse . jetty . io . EndPoint ; <nl> - import org . eclipse . jetty . io . MappedByteBufferPool ; <nl> - import org . eclipse . jetty . io . SelectChannelEndPoint ; <nl> - import org . eclipse . jetty . io . SelectorManager ; <nl> - import org . eclipse . jetty . io . ssl . SslConnection ; <nl> - import org . eclipse . jetty . util . Callback ; <nl> - import org . eclipse . jetty . util . FutureCallback ; <nl> - import org . eclipse . jetty . util . Jetty ; <nl> - import org . eclipse . jetty . util . component . AggregateLifeCycle ; <nl> - import org . eclipse . jetty . util . log . Log ; <nl> - import org . eclipse . jetty . util . log . Logger ; <nl> - import org . eclipse . jetty . util . ssl . SslContextFactory ; <nl> - import org . eclipse . jetty . util . thread . QueuedThreadPool ; <nl> - <nl> - / * * <nl> - * < p > { @ link HttpClient } provides an efficient , asynchronous , non - blocking implementation <nl> - * to perform HTTP requests to a server through a simple API that offers also blocking semantic . < / p > <nl> - * < p > { @ link HttpClient } provides easy - to - use methods such as { @ link # GET ( String ) } that allow to perform HTTP <nl> - * requests in a one - liner , but also gives the ability to fine tune the configuration of requests via <nl> - * { @ link HttpClient # newRequest ( URI ) } . < / p > <nl> - * < p > { @ link HttpClient } acts as a central configuration point for network parameters ( such as idle timeouts ) <nl> - * and HTTP parameters ( such as whether to follow redirects ) . < / p > <nl> - * < p > { @ link HttpClient } transparently pools connections to servers , but allows direct control of connections <nl> - * for cases where this is needed . < / p > <nl> - * < p > Typical usage : < / p > <nl> - * < pre > <nl> - * / / One liner : <nl> - * new HTTPClient ( ) . GET ( "" http : / / localhost : 8080 / "" ) . get ( ) . status ( ) ; <nl> - * <nl> - * / / Building a request with a timeout <nl> - * HTTPClient client = new HTTPClient ( ) ; <nl> - * Response response = client . newRequest ( "" localhost : 8080 "" ) . send ( ) . get ( 5 , TimeUnit . SECONDS ) ; <nl> - * int status = response . status ( ) ; <nl> - * <nl> - * / / Asynchronously <nl> - * HTTPClient client = new HTTPClient ( ) ; <nl> - * client . newRequest ( "" localhost : 8080 "" ) . send ( new Response . Listener . Adapter ( ) <nl> - * { <nl> - * & # 64 ; Override <nl> - * public void onSuccess ( Response response ) <nl> - * { <nl> - * . . . <nl> - * } <nl> - * } ) ; <nl> - * < / pre > <nl> - * / <nl> - public class HttpClient extends AggregateLifeCycle <nl> - { <nl> - private static final Logger LOG = Log . getLogger ( HttpClient . class ) ; <nl> - <nl> - private final ConcurrentMap < String , Destination > destinations = new ConcurrentHashMap < > ( ) ; <nl> - private final ConcurrentMap < Long , HttpConversation > conversations = new ConcurrentHashMap < > ( ) ; <nl> - private volatile Executor executor ; <nl> - private volatile ByteBufferPool byteBufferPool ; <nl> - private volatile ScheduledExecutorService scheduler ; <nl> - private volatile SelectorManager selectorManager ; <nl> - private volatile SslContextFactory sslContextFactory ; <nl> - <nl> - private volatile String agent = "" Jetty / "" + Jetty . VERSION ; <nl> - private volatile boolean followRedirects = true ; <nl> - private volatile int maxConnectionsPerAddress = 8 ; <nl> - private volatile int maxQueueSizePerAddress = 1024 ; <nl> - private volatile int requestBufferSize = 4096 ; <nl> - private volatile int responseBufferSize = 4096 ; <nl> - private volatile SocketAddress bindAddress ; <nl> - private volatile long idleTimeout ; <nl> - <nl> - public ByteBufferPool getByteBufferPool ( ) <nl> - { <nl> - return byteBufferPool ; <nl> - } <nl> - <nl> - public SslContextFactory getSslContextFactory ( ) <nl> - { <nl> - return sslContextFactory ; <nl> - } <nl> - <nl> - @ Override <nl> - protected void doStart ( ) throws Exception <nl> - { <nl> - if ( executor = = null ) <nl> - executor = new QueuedThreadPool ( ) ; <nl> - addBean ( executor ) ; <nl> - <nl> - if ( byteBufferPool = = null ) <nl> - byteBufferPool = new MappedByteBufferPool ( ) ; <nl> - addBean ( byteBufferPool ) ; <nl> - <nl> - if ( scheduler = = null ) <nl> - scheduler = Executors . newSingleThreadScheduledExecutor ( ) ; <nl> - addBean ( scheduler ) ; <nl> - <nl> - selectorManager = newSelectorManager ( ) ; <nl> - addBean ( selectorManager ) ; <nl> - <nl> - super . doStart ( ) ; <nl> - <nl> - LOG . info ( "" Started { } "" , this ) ; <nl> - } <nl> - <nl> - protected SelectorManager newSelectorManager ( ) <nl> - { <nl> - return new ClientSelectorManager ( ) ; <nl> - } <nl> - <nl> - @ Override <nl> - protected void doStop ( ) throws Exception <nl> - { <nl> - LOG . debug ( "" Stopping { } "" , this ) ; <nl> - super . doStop ( ) ; <nl> - LOG . info ( "" Stopped { } "" , this ) ; <nl> - } <nl> - <nl> - public long getIdleTimeout ( ) <nl> - { <nl> - return idleTimeout ; <nl> - } <nl> - <nl> - public void setIdleTimeout ( long idleTimeout ) <nl> - { <nl> - this . idleTimeout = idleTimeout ; <nl> - } <nl> - <nl> - / * * <nl> - * @ return the address to bind socket channels to <nl> - * @ see # setBindAddress ( SocketAddress ) <nl> - * / <nl> - public SocketAddress getBindAddress ( ) <nl>",Moved new jetty - client - new module to jetty - client .,0
mmm a / src / main / groovy / lang / GroovyClassLoader . java <nl> ppp b / src / main / groovy / lang / GroovyClassLoader . java <nl> public class GroovyClassLoader extends URLClassLoader { <nl> this . su = su ; <nl> } <nl> <nl> - protected GroovyClassLoader getDefiningClassLoader ( ) { <nl> + public GroovyClassLoader getDefiningClassLoader ( ) { <nl> return cl ; <nl> },give access to the defining classloader .,0
mmm a / compiler / ballerina - parser / src / main / java / io / ballerinalang / compiler / internal / parser / BallerinaParserErrorHandler . java <nl> ppp b / compiler / ballerina - parser / src / main / java / io / ballerinalang / compiler / internal / parser / BallerinaParserErrorHandler . java <nl> public class BallerinaParserErrorHandler { <nl> return ParserRuleContext . CONST_DECL_TYPE ; <nl> case CONST_DECL_TYPE : <nl> return ParserRuleContext . CONST_DECL_RHS ; <nl> + case TYPEOF_KEYWORD : <nl> + return ParserRuleContext . EXPRESSION ; <nl> <nl> case DECIMAL_INTEGER_LITERAL : <nl> case OBJECT_FUNC_OR_FIELD :,Add getNextRule for typeof - expr,0
"mmm FMLServerLaunchProvider . java <nl> ppp FMLServerLaunchProvider . java <nl> - Class . forName(""net . minecraft . server . MinecraftServer"", true, launchClassLoader . getInstance()) . getMethod(""main"", String[] . class) . invoke(null, (Object)arguments) ; <nl> + Class . forName(""net . minecraft . server . Main"", true, launchClassLoader . getInstance()) . getMethod(""main"", String[] . class) . invoke(null, (Object)arguments) ; <nl> mmm ServerModLoader . java <nl> ppp ServerModLoader . java <nl> + LanguageHook . loadForgeAndMCLangs() ; <nl> + SidedProvider . setServer(()-> { <nl> + throw new IllegalStateException(""Unable to access server yet"") ; <nl> + }) ; <nl> + LogicalSidedProvider . setServer(()-> { <nl>","tweak the server startup a bit , make sure method that can not work because they run before a server exist explode say so",1
"mmm a / engine / src / core / com / jme3 / system / Platform . java <nl> ppp b / engine / src / core / com / jme3 / system / Platform . java <nl> public enum Platform { <nl> / * * <nl> * Android x86 <nl> * / <nl> - Android_X86 ; <nl> + Android_X86 , <nl> + <nl> + iOS_X86 , <nl> + <nl> + iOS_ARM ; <nl> <nl> } <nl> \ No newline at end of file",add iOS to platforms list .,0
mmm a / servers / src / main / java / tachyon / master / MasterBase . java <nl> ppp b / servers / src / main / java / tachyon / master / MasterBase . java <nl> public abstract class MasterBase implements Master { <nl> protected boolean isLeaderMode ( ) { <nl> return mIsLeader ; <nl> } <nl> - <nl> + <nl> protected boolean isStandbyMode ( ) { <nl> return ! mIsLeader ; <nl> },remove change from another PR to avoid confusion,1
mmm a / zuul - core / src / main / java / com / netflix / zuul / origins / Origin . java <nl> ppp b / zuul - core / src / main / java / com / netflix / zuul / origins / Origin . java <nl> import rx . Observable ; <nl> public interface Origin { <nl> String getName ( ) ; <nl> boolean isAvailable ( ) ; <nl> - boolean isWarmServerAvailable ( ) ; <nl> + boolean isCold ( ) ; <nl> Observable < HttpResponseMessage > request ( HttpRequestMessage requestMsg ) ; <nl> },Rename the interface to isCold ( ),0
"mmm EnvironmentImpl . java <nl> ppp EnvironmentImpl . java <nl> - import jetbrains . exodus . log . ExpiredLoggableInfo ; <nl> - import jetbrains . exodus . log . Log ; <nl> - import jetbrains . exodus . log . LogConfig ; <nl> - import jetbrains . exodus . log . LogUtil ; <nl> + import jetbrains . exodus . log . * ; <nl> - return new BTree(log, getBTreeBalancePolicy(), rootAddress, false, META_TREE_ID) ; <nl> + return new BTree(log, getBTreeBalancePolicy(), rootAddress, false, META_TREE_ID) { <nl> + @NotNull <nl> + @Override <nl> + public DataIterator getDataIterator(long address) { <nl> + <nl>",dataiterator make public and reusable in context of a search tree in order to reduce it allocation and lookup in logcache,1
mmm BraveTracing . java <nl> ppp BraveTracing . java <nl> - package com . github . kristofa . brave . sparkjava ;,link sparkjava to build so that it be publish,1
mmm a / jOOQ / src / main / java / org / jooq / impl / FieldMapsForInsert . java <nl> ppp b / jOOQ / src / main / java / org / jooq / impl / FieldMapsForInsert . java <nl> class FieldMapsForInsert extends AbstractQueryPart { <nl> <nl> / / Some dialects don ' t support multi - record inserts <nl> case ASE : <nl> + case FIREBIRD : <nl> case INGRES : <nl> case ORACLE : <nl> case SQLITE :,Add support for the Firebird database to fix multi - record INSERT,1
mmm a / tests / src / test / java / alluxio / shell / command / CpCommandTest . java <nl> ppp b / tests / src / test / java / alluxio / shell / command / CpCommandIntegrationTest . java <nl> import java . io . FileOutputStream ; <nl> / * * <nl> * Tests for cp command . <nl> * / <nl> - public final class CpCommandTest extends AbstractAlluxioShellTest { <nl> + public final class CpCommandIntegrationTest extends AbstractAlluxioShellTest { <nl> <nl> / * * <nl> * Tests copying a file to a new location .,Renamed file CpCommandTest . java to CpCommandIntegrationTest . java,0
mmm a / src / main / java / org / jboss / netty / handler / execution / MemoryAwareThreadPoolExecutor . java <nl> ppp b / src / main / java / org / jboss / netty / handler / execution / MemoryAwareThreadPoolExecutor . java <nl> public class MemoryAwareThreadPoolExecutor extends ThreadPoolExecutor { <nl> try { <nl> wait ( ) ; <nl> } catch ( InterruptedException e ) { <nl> - / / Ignore <nl> + Thread . currentThread ( ) . interrupt ( ) ; <nl> } finally { <nl> waiters - - ; <nl> },Catch InterruptedException and interrupt the current Thread,0
"mmm a / jdk / src / java . base / share / classes / module - info . java <nl> ppp b / jdk / src / java . base / share / classes / module - info . java <nl> module java . base { <nl> exports jdk . internal . module to <nl> java . instrument , <nl> java . management , <nl> - jdk . dynalink , <nl> jdk . jartool , <nl> jdk . jlink ; <nl> exports jdk . internal . misc to",Avoid module dependency from jdk . dynalink to jdk . internal . module of java . base module .,0
mmm a / src / main / java / org / bukkit / World . java <nl> ppp b / src / main / java / org / bukkit / World . java <nl> public interface World { <nl> * @ return Id of this world <nl> * / <nl> public long getId ( ) ; <nl> + / * * <nl> + * Gets the default spawn location . <nl> + * / <nl> + public Location getSpawnLocation ( ) ; <nl> },add getSpawnLocation ( ) to the World API,0
mmm a / library / src / main / java / com / evernote / android / job / Job . java <nl> ppp b / library / src / main / java / com / evernote / android / job / Job . java <nl> public abstract class Job { <nl> * / <nl> @ NonNull <nl> @ WorkerThread <nl> - protected abstract Result onRunJob ( Params params ) ; <nl> + protected abstract Result onRunJob ( @ NonNull Params params ) ; <nl> <nl> / * package * / final Result runJob ( ) { <nl> try {,Make Params for onRunJob NonNull,0
mmm a / components / camel - jms / src / main / java / org / apache / camel / component / jms / JmsConsumer . java <nl> ppp b / components / camel - jms / src / main / java / org / apache / camel / component / jms / JmsConsumer . java <nl> public class JmsConsumer extends DefaultConsumer implements SuspendableService { <nl> } <nl> } ) ; <nl> } else { <nl> - prepareAndStartListenerContainer ( ) ; <nl> + stopAndDestroyListenerContainer ( ) ; <nl> } <nl> },Added option asyncStopListener to camel - jms to stop using async thread .,1
mmm a / src / main / java / com / xtremelabs / robolectric / shadows / ShadowBundle . java <nl> ppp b / src / main / java / com / xtremelabs / robolectric / shadows / ShadowBundle . java <nl> public class ShadowBundle { <nl> } <nl> <nl> @ Implementation <nl> - public long getInt ( String key ) { <nl> + public int getInt ( String key ) { <nl> Object value = map . get ( key ) ; <nl> return value = = null ? 0 : ( Integer ) value ; <nl> },Added int to ShadowBundle,0
"mmm a / quickstep / src / com / android / launcher3 / model / AppEventProducer . java <nl> ppp b / quickstep / src / com / android / launcher3 / model / AppEventProducer . java <nl> public class AppEventProducer implements StatsLogConsumer { <nl> return "" predictions "" ; <nl> } <nl> case SHORTCUTS_CONTAINER : { <nl> - return "" shortcuts "" ; <nl> + return "" deep - shortcuts "" ; <nl> } <nl> case FOLDER : { <nl> FolderContainer fc = ci . getFolder ( ) ;",Rename shrotcut container to deep - shrotcuts .,0
mmm a / core / src / main / resources / examples / PolymorphismTest . java <nl> ppp b / core / src / main / resources / examples / PolymorphismTest . java <nl> public class PolymorphismTest <nl> <nl> final int maxImplementations = 2 ; <nl> <nl> - for ( int i = 0 ; i < 100000 ; i + + ) <nl> + for ( int i = 0 ; i < 1_000_000 ; i + + ) <nl> { <nl> switch ( i % maxImplementations ) <nl> {,Add more iterations to invoke C2 bimorphic inline,1
mmm a / library / src / main / java / com / prolificinteractive / materialcalendarview / TitleChanger . java <nl> ppp b / library / src / main / java / com / prolificinteractive / materialcalendarview / TitleChanger . java <nl> class TitleChanger { <nl> previousMonth = currentMonth ; <nl> } <nl> <nl> + public TitleFormatter getTitleFormatter ( ) { <nl> + return titleFormatter ; <nl> + } <nl> + <nl> public void setTitleFormatter ( TitleFormatter titleFormatter ) { <nl> this . titleFormatter = titleFormatter ; <nl> },Added getter for titleFormatter .,0
"mmm a / gdx / src / com / badlogic / gdx / graphics / g2d / PixmapPacker . java <nl> ppp b / gdx / src / com / badlogic / gdx / graphics / g2d / PixmapPacker . java <nl> public class PixmapPacker implements Disposable { <nl> public Pixmap getPixmap ( ) { <nl> return image ; <nl> } <nl> + <nl> + public OrderedMap < String , Rectangle > getRects ( ) { <nl> + return rects ; <nl> + } <nl> } <nl> <nl> final int pageWidth ;",Added function to return image rects .,1
"mmm a / src / main / com / mongodb / MongoInterruptedException . java <nl> ppp b / src / main / com / mongodb / MongoInterruptedException . java <nl> package com . mongodb ; <nl> * @ see InterruptedException <nl> * / <nl> public class MongoInterruptedException extends MongoException { <nl> + private static final long serialVersionUID = - 4110417867718417860L ; <nl> + <nl> public MongoInterruptedException ( final InterruptedException e ) { <nl> super ( "" A driver operation has been interrupted "" , e ) ; <nl> }",Added serialVersionUID to MongoInterruptedException,0
mmm a / src / test / java / com / alibaba / json / bvt / issue_2200 / Issue2074 . java <nl> ppp b / src / test / java / com / alibaba / json / bvt / issue_2000 / Issue2074 . java <nl> <nl> - package com . alibaba . json . bvt . issue_2200 ; <nl> + package com . alibaba . json . bvt . issue_2000 ; <nl> <nl> import com . alibaba . fastjson . JSONObject ; <nl> import com . alibaba . fastjson . serializer . SerializerFeature ;,"add new method JSON . toString ( SerializerFeature ) , for issue <issue_id>",1
